time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-03-15T10:32:48.764Z,28.4219,130.13,10,5.6,mww,119,66,2.283,0.8,us,us6000mj1l,2024-03-16T10:39:33.990Z,"52 km E of Tatsugō, Japan",earthquake,5.7,1.761,0.051,37,reviewed,us,us
2024-03-15T03:13:58.759Z,12.9024,-88.5129,63.674,5,mb,73,135,0.905,1.23,us,us6000mizf,2024-03-20T21:54:35.614Z,"42 km S of Puerto El Triunfo, El Salvador",earthquake,6.79,6.367,0.024,553,reviewed,us,us
2024-03-14T21:29:13.011Z,29.6248,-42.6161,10,5.2,mb,81,108,16.361,0.59,us,us6000miya,2024-03-18T00:30:15.040Z,"northern Mid-Atlantic Ridge",earthquake,11.37,1.858,0.044,172,reviewed,us,us
2024-03-14T21:15:10.651Z,29.9929,-42.8437,10,5,mb,42,71,16.323,0.4,us,us6000mjzk,2024-03-22T04:47:10.040Z,"northern Mid-Atlantic Ridge",earthquake,11.73,1.847,0.106,28,reviewed,us,us
2024-03-14T21:10:24.838Z,29.8022,-42.6586,10,6,mww,179,57,16.293,0.61,us,us6000miy6,2024-03-18T01:11:06.363Z,"northern Mid-Atlantic Ridge",earthquake,9.76,1.795,0.039,62,reviewed,us,us
2024-03-14T20:00:06.954Z,29.7656,-42.7949,10,5.2,mww,241,57,16.412,0.64,us,us6000mixv,2024-03-23T17:51:28.040Z,"northern Mid-Atlantic Ridge",earthquake,9.92,1.84,0.06,27,reviewed,us,us
2024-03-14T15:14:36.625Z,37.1035,141.1426,53.085,5.6,mww,95,120,2.42,1.01,us,us6000miuf,2024-03-21T15:25:41.579Z,"23 km ENE of Iwaki, Japan",earthquake,7.04,5.682,0.054,33,reviewed,us,us
2024-03-14T03:06:46.795Z,42.9936,18.6796,7.577,5.4,mww,101,29,0.708,0.85,us,us6000mirj,2024-03-15T15:21:04.101Z,"21 km SW of Plužine, Montenegro",earthquake,4.07,3.791,0.047,43,reviewed,us,us
2024-03-13T23:46:21.266Z,-48.5615,105.3591,10,5,mww,28,83,21.129,0.78,us,us6000mjtb,2024-03-24T21:26:02.040Z,"southeast Indian Ridge",earthquake,14.06,1.831,0.11,8,reviewed,us,us
2024-03-13T22:10:33.047Z,-19.7102,-71.2575,12.529,5,mww,60,142,1.589,0.78,us,us6000miqd,2024-03-22T17:43:13.624Z,"128 km WNW of Puerto, Chile",earthquake,7.72,1.797,0.086,13,reviewed,us,us
2024-03-13T20:06:34.414Z,-49.6592,125.8833,10,5.5,mww,77,40,16.252,0.91,us,us6000mipe,2024-03-25T20:08:24.131Z,"western Indian-Antarctic Ridge",earthquake,9.73,1.755,0.068,21,reviewed,us,us
2024-03-13T19:06:06.206Z,-0.1274,125.2292,42.886,5,mb,101,44,2.316,1.11,us,us6000minz,2024-03-25T19:53:18.040Z,"109 km SE of Modisi, Indonesia",earthquake,8.1,5.066,0.054,112,reviewed,us,us
2024-03-13T18:56:14.833Z,-0.1457,125.2455,39,5.7,mww,150,28,2.309,0.97,us,us6000minw,2024-03-25T19:49:41.663Z,"111 km SE of Modisi, Indonesia",earthquake,6.95,1.838,0.065,23,reviewed,us,us
2024-03-13T16:39:21.720Z,-6.5474,129.869,169.621,5.1,mb,88,46,2.012,0.56,us,us6000mimk,2024-03-13T16:56:40.040Z,"Banda Sea",earthquake,8.42,6.494,0.062,84,reviewed,us,us
2024-03-13T15:24:11.576Z,36.2851,70.2059,130.671,5,mb,79,86,3.427,0.79,us,us6000milk,2024-03-13T17:40:43.669Z,"44 km SE of Farkhār, Afghanistan",earthquake,8.33,7.017,0.07,66,reviewed,us,us
2024-03-13T15:13:23.771Z,-5.8705,150.6344,50.416,6,mww,112,33,9.887,0.95,us,us6000milg,2024-03-14T15:22:18.952Z,"65 km ESE of Kimbe, Papua New Guinea",earthquake,8.18,4.68,0.044,49,reviewed,us,us
2024-03-13T09:30:05.011Z,-18.5737,-69.2814,110.208,5.3,mww,131,75,1.027,0.77,us,us6000mijr,2024-03-27T06:26:40.028Z,"83 km N of Camiña, Chile",earthquake,6.09,5.302,0.06,27,reviewed,us,us
2024-03-12T10:41:03.956Z,-8.0837,68.2638,10,5.1,mww,50,58,4.204,0.39,us,us7000m4ub,2024-03-12T11:00:24.040Z,"Chagos Archipelago region",earthquake,8.81,1.878,0.11,8,reviewed,us,us
2024-03-12T03:42:32.724Z,-33.833,-72.5334,16.096,5.1,mww,71,60,0.786,0.71,us,us7000m4sw,2024-03-20T03:16:48.897Z,"89 km WSW of San Antonio, Chile",earthquake,5.02,3.47,0.071,19,reviewed,us,us
2024-03-12T03:10:27.304Z,-15.1836,-173.0041,1.574,5,mb,60,105,1.734,0.58,us,us7000m4ss,2024-03-20T02:54:08.040Z,"120 km NE of Hihifo, Tonga",earthquake,6.59,3.977,0.075,56,reviewed,us,us
2024-03-11T03:47:16.058Z,10.6431,-86.4372,10.565,5,mww,66,84,1.114,0.5,us,us7000m4m2,2024-03-19T22:10:27.320Z,"75 km WNW of Tamarindo, Costa Rica",earthquake,5.74,3.109,0.066,22,reviewed,us,us
2024-03-10T20:33:55.388Z,-52.2729,139.9642,10,5,mww,37,79,10.596,0.82,us,us7000m4kv,2024-03-21T16:38:28.040Z,"west of Macquarie Island",earthquake,11.06,1.867,0.089,12,reviewed,us,us
2024-03-10T12:35:08.583Z,-6.3102,151.6094,50.119,5,mb,87,31,8.824,0.66,us,us7000m4ja,2024-03-28T15:02:51.040Z,"183 km ESE of Kimbe, Papua New Guinea",earthquake,10,5.02,0.043,169,reviewed,us,us
2024-03-10T07:41:05.710Z,-18.8498,-172.7477,10,5,mb,116,84,2.679,0.86,us,us7000m4id,2024-03-28T03:43:55.040Z,"132 km E of Neiafu, Tonga",earthquake,9.23,1.836,0.056,101,reviewed,us,us
2024-03-10T03:05:02.993Z,-7.2929,129.1918,88.58,5,mb,72,39,2.842,0.62,us,us7000m4hd,2024-03-28T23:57:43.040Z,"277 km ENE of Lospalos, Timor Leste",earthquake,8.8,5.299,0.056,103,reviewed,us,us
2024-03-09T19:23:11.798Z,-33.2443,-73.0048,10,5,mb,63,86,1.16,0.68,us,us7000m4ft,2024-03-17T23:01:55.040Z,"130 km W of Valparaíso, Chile",earthquake,5.7,1.84,0.051,121,reviewed,us,us
2024-03-09T12:01:08.744Z,-17.9872,-178.4697,587.016,5.4,mww,185,33,3.32,0.64,us,us7000m4e2,2024-03-21T15:20:46.609Z,"234 km E of Levuka, Fiji",earthquake,10.26,5.683,0.117,7,reviewed,us,us
2024-03-08T21:03:48.372Z,23.8062,-46.3561,10,5,mww,41,155,15.665,0.6,us,us6000mivl,2024-03-17T01:49:49.040Z,"northern Mid-Atlantic Ridge",earthquake,9.69,1.92,0.103,9,reviewed,us,us
2024-03-08T17:21:55.604Z,-22.1275,-179.5708,596.425,5.3,mww,248,22,4.899,0.79,us,us7000m486,2024-04-03T12:38:39.040Z,"south of the Fiji Islands",earthquake,9.73,4.916,0.11,8,reviewed,us,us
2024-03-08T09:11:45.049Z,5.8579,126.9022,115,6,mww,154,40,1.783,0.91,us,us7000m439,2024-04-04T13:34:39.205Z,"97 km SE of Pondaguitan, Philippines",earthquake,6.99,1.831,0.033,88,reviewed,us,us
2024-03-08T03:52:52.642Z,-1.6235,126.561,10,5,mb,88,48,2.512,0.7,us,us7000m42h,2024-03-28T23:13:48.040Z,"80 km NE of Sanana, Indonesia",earthquake,7.26,1.8,0.055,105,reviewed,us,us
2024-03-07T10:09:15.384Z,33.3794,92.8542,10,5,mb,77,31,3.95,0.64,us,us7000m3ut,2024-03-16T05:52:36.040Z,"223 km NNE of Nagqu, China",earthquake,8.06,1.804,0.068,70,reviewed,us,us
2024-03-07T10:06:30.777Z,33.5338,92.9943,10,5.6,mww,180,26,4.138,0.58,us,us7000m3ur,2024-03-16T05:52:25.933Z,"244 km NNE of Nagqu, China",earthquake,7.08,1.823,0.089,12,reviewed,us,us
2024-03-07T08:20:10.597Z,9.7718,-86.3228,9,5.6,mww,265,143,1.445,0.61,us,us7000m3ud,2024-03-31T09:16:13.188Z,"78 km SW of Tamarindo, Costa Rica",earthquake,6.3,1.882,0.029,113,reviewed,us,us
2024-03-06T23:56:55.773Z,-4.8298,134.1503,10,5.2,mb,106,43,2.683,0.57,us,us7000m3t3,2024-03-20T00:52:05.040Z,"178 km ENE of Tual, Indonesia",earthquake,7.62,1.811,0.059,95,reviewed,us,us
2024-03-06T21:39:28.512Z,7.8963,127.1014,13.012,5,mb,158,86,1.718,0.71,us,us7000m3sh,2024-03-19T04:57:15.040Z,"64 km ENE of Kinablangan, Philippines",earthquake,7.21,3.505,0.05,126,reviewed,us,us
2024-03-06T20:19:43.489Z,7.9178,126.9181,42.632,5,mww,113,64,1.572,0.98,us,us7000m3rt,2024-03-24T17:03:00.309Z,"47 km ENE of Kinablangan, Philippines",earthquake,4.99,4.845,0.089,12,reviewed,us,us
2024-03-06T19:27:01.800Z,-10.7864,165.5599,37.831,5,mb,82,97,5.686,0.61,us,us7000m3re,2024-03-24T16:06:46.040Z,"26 km WSW of Lata, Solomon Islands",earthquake,4.64,5.482,0.047,143,reviewed,us,us
2024-03-06T17:17:26.991Z,-14.8958,-173.1921,10,5.1,mb,123,38,1.682,0.69,us,us7000m3qr,2024-03-24T15:50:13.295Z,"133 km NNE of Hihifo, Tonga",earthquake,7.87,1.726,0.034,276,reviewed,us,us
2024-03-06T15:27:48.223Z,-17.2455,-172.4015,10,5,mb,42,67,2.975,0.96,us,us6000migh,2024-03-28T05:03:52.040Z,"206 km SE of Hihifo, Tonga",earthquake,7.75,1.872,0.109,27,reviewed,us,us
2024-03-06T00:09:59.641Z,41.3087,78.7261,10,5.1,mb,203,73,0.385,0.68,us,us7000m3lf,2024-03-24T05:23:14.261Z,"124 km WNW of Aykol, China",earthquake,4.82,1.834,0.043,180,reviewed,us,us
